code,affinity,Kd/Ki,afftype
3hmp,5.49,Kd=3.24uM,Kd
3i73,5.49,Kd=3.23uM,Kd
4w9f,5.49,Kd=3.27uM,Kd
3tza,5.5,Ki=3.15uM,Ki
2wqp,5.51,Ki=3.1uM,Ki
3da9,5.51,Kd=3.1uM,Kd
3kgt,5.51,Kd=3.1uM,Kd
4k55,5.51,Kd=3.06uM,Kd
4qxo,5.51,Kd=3.12uM,Kd
4zba,5.51,Kd=3.09uM,Kd
1a8i,5.52,Ki=3.0uM,Ki
1kc7,5.52,Ki=3uM,Ki
1oe8,5.52,Kd=3uM,Kd
2cht,5.52,Ki=3uM,Ki
2ydt,5.52,Ki=3.0uM,Ki
3hzm,5.52,Kd=3uM,Kd
3iog,5.52,Ki=3uM,Ki
4en4,5.52,Ki=3uM,Ki
1bjv,5.54,Ki=2.9uM,Ki
2olb,5.54,Kd=2900nM,Kd
2y7i,5.54,Kd=2.9uM,Kd
3bxf,5.54,Kd=2.87uM,Kd
3jyr,5.54,Kd=2.9uM,Kd
3ubd,5.54,Kd=2.9uM,Kd
3v78,5.54,Kd=2.9uM,Kd
4nxu,5.54,Kd=2.9uM,Kd
4qij,5.54,Kd=2.9uM,Kd
4r4c,5.54,Kd=2.9uM,Kd
5a81,5.54,Kd=2.9uM,Kd
1g3d,5.55,Ki=2.8uM,Ki
1njc,5.55,Kd=2.8uM,Kd
1y3n,5.55,Kd=2.8uM,Kd
2iuz,5.55,Ki=2.8uM,Ki
3uzj,5.55,Ki=2.82uM,Ki
4o3f,5.56,Kd=2.78uM,Kd
1jak,5.57,Ki=2.7uM,Ki
1njd,5.57,Kd=2.7uM,Kd
2nmx,5.57,Kd=2.7uM,Kd
3bex,5.57,Kd=2.7uM,Kd
3uxl,5.57,Ki=2.7uM,Ki
3vtr,5.57,Ki=2.714uM,Ki
3jup,5.58,Kd=2.63uM,Kd
3su5,5.58,Ki=2635nM,Ki
1f4x,5.59,Kd=2.6uM,Kd
1fo0,5.59,Kd=2.6uM,Kd
1mfi,5.59,Ki=2.6uM,Ki
3gxy,5.59,Kd=2.6uM,Kd
3sha,5.59,Ki=2.6uM,Ki
4bqh,5.59,Kd=2.58uM,Kd
4cwn,5.59,Ki=2.6uM,Ki
4tkb,5.59,Kd=2.56uM,Kd
5afv,5.59,Kd=2.6uM,Kd
1vfn,5.6,Ki=2.5uM,Ki
2yhw,5.6,Kd=2.5uM,Kd
3bl1,5.6,Ki=2.52uM,Ki
3e6y,5.6,Kd=2.5uM,Kd
3qps,5.6,Kd=2.5uM,Kd
4zzy,5.6,Kd=2.5uM,Kd
1ejn,5.62,Ki=2.4uM,Ki
2bmk,5.62,Kd=2.4uM,Kd
3e3c,5.62,Kd=2.4uM,Kd
3ip9,5.62,Kd=2.4uM,Kd
3ldp,5.62,Kd=2.41uM,Kd
3lpl,5.62,Kd=2.39uM,Kd
3nes,5.62,Kd=2.4uM,Kd
4ddy,5.62,Ki=2.4uM,Ki
4dzy,5.62,Kd=2.4uM,Kd
4iid,5.62,Ki=2.4uM,Ki
4j48,5.62,Ki=2.41uM,Ki
3gy3,5.63,Kd=2.36uM,Kd
3l1n,5.63,Kd=2.34uM,Kd
3rf5,5.63,Ki=2.37uM,Ki
1f57,5.64,Ki=2.3uM,Ki
1y3v,5.64,Ki=2300nM,Ki
2ojg,5.64,Ki=2.3uM,Ki
2reg,5.64,Kd=2.3uM,Kd
3fwv,5.64,Kd=2.3uM,Kd
3s8l,5.64,Kd=2.3uM,Kd
4deu,5.64,Kd=2.29uM,Kd
3q7q,5.65,Kd=2256nM,Kd
1n5r,5.66,Ki=2.2uM,Ki
1nhu,5.66,Ki=2.2uM,Ki
2aod,5.66,Ki=2.17uM,Ki
2erz,5.66,Ki=2.2uM,Ki
2x97,5.66,Ki=2200nM,Ki
3ery,5.66,Kd=2200nM,Kd
3td4,5.66,Kd=2.2uM,Kd
3zi8,5.66,Kd=2.2uM,Kd
4zek,5.66,Kd=2.2uM,Kd
2h15,5.67,Ki=2135nM,Ki
2pqz,5.67,Ki=2.15uM,Ki
2qwf,5.67,Ki=2.160uM,Ki
4ncn,5.67,Kd=2.12uM,Kd
1gnn,5.68,Ki=2100nM,Ki
2c92,5.68,Kd=2.11uM,Kd
2cbu,5.68,Kd=2.1uM,Kd
2q8z,5.68,Ki=2.1uM,Ki
2uyq,5.68,Kd=2.1uM,Kd
3b5j,5.68,Kd=2.1uM,Kd
3oil,5.68,Ki=2100nM,Ki
4c52,5.68,Kd=2.1uM,Kd
4det,5.68,Kd=2.10uM,Kd
4l4z,5.68,Kd=2.1uM,Kd
4q9y,5.68,Ki=2.1uM,Ki
1a99,5.7,Kd=2uM,Kd
1egh,5.7,Ki=2uM,Ki
1g98,5.7,Ki=2uM,Ki
1g9r,5.7,Ki=2uM,Ki
1jsv,5.7,Ki=2uM,Ki
1n1m,5.7,Ki=2uM,Ki
1pgp,5.7,Kd=2uM,Kd
2a14,5.7,Ki=2.0uM,Ki
2avm,5.7,Ki=2.0uM,Ki
2f2h,5.7,Ki=2uM,Ki
2h3e,5.7,Kd=2uM,Kd
2i4z,5.7,Kd=1978nM,Kd
2ya6,5.7,Ki=2uM,Ki
3acx,5.7,Ki=2uM,Ki
3c4h,5.7,Kd=2uM,Kd
3d4y,5.7,Ki=2uM,Ki
3fhb,5.7,Kd=2uM,Kd
3kku,5.7,Ki=2uM,Ki
4bs0,5.7,Ki=2uM,Ki
4f39,5.7,Ki=1980nM,Ki
4l2l,5.7,Ki=0.002mM,Ki
4pzv,5.7,Kd=2.0uM,Kd
4qxq,5.7,Kd=1.99uM,Kd
2uz9,5.71,Ki=1.96uM,Ki
3wvm,5.71,Kd=1.95uM,Kd
2qg0,5.72,Ki=1.9uM,Ki
2v25,5.72,Kd=1.9uM,Kd
3shc,5.72,Ki=1.9uM,Ki
4br3,5.72,Kd=1.9uM,Kd
4dkp,5.72,Kd=1.9uM,Kd
3bqc,5.73,Ki=1.85uM,Ki
3m3z,5.73,Ki=1.85uM,Ki
4j44,5.73,Ki=1.87uM,Ki
1o33,5.74,Ki=1.8uM,Ki
1o5e,5.74,Ki=1.8uM,Ki
1qy2,5.74,Kd=1.8uM,Kd
1zdp,5.74,Ki=1.8uM,Ki
2pgz,5.74,Kd=1.8uM,Kd
2pqc,5.74,Kd=1.8uM,Kd
3gy2,5.74,Kd=1.80uM,Kd
3ivx,5.74,Kd=1.8uM,Kd
3pb7,5.74,Ki=1.817uM,Ki
3wz7,5.74,Ki=1.8uM,Ki
4lps,5.74,Kd=1.8uM,Kd
4o2b,5.74,Ki=1.8uM,Ki
4tkh,5.74,Kd=1.84uM,Kd
5cbr,5.74,Kd=1.80uM,Kd
2ya8,5.75,Ki=1.77uM,Ki
4mn3,5.75,Kd=1.77uM,Kd
1p1o,5.76,Kd=1.74uM,Kd
2qta,5.76,Kd=1.75uM,Kd
4a95,5.76,Ki=1.73uM,Ki
4muv,5.76,Kd=1731nM,Kd
4nwc,5.76,Ki=1.74uM,Ki
1jmf,5.77,Kd=1.7uM,Kd
1ur9,5.77,Ki=1.7uM,Ki
2boj,5.77,Kd=1.7uM,Kd
2xp7,5.77,Kd=1.7uM,Kd
3k00,5.77,Kd=1.7uM,Kd
3rm4,5.77,Kd=1.69uM,Kd
4fxq,5.77,Kd=1.7uM,Kd
4j45,5.77,Ki=1.7uM,Ki
4q9o,5.77,Kd=1.7uM,Kd
4l4v,5.78,Kd=1.65uM,Kd
1hmt,5.79,Kd=1.64uM,Kd
4q4q,5.79,Kd=1638.9nM,Kd
1kpm,5.8,Ki=1.59uM,Ki
1ppm,5.8,Ki=1600nM,Ki
2q88,5.8,Kd=1.6uM,Kd
4ezx,5.8,Kd=1.6uM,Kd
4g8v,5.8,Ki=1.6uM,Ki
4rhx,5.8,Ki=1.6uM,Ki
4ymq,5.8,Kd=1.6uM,Kd
4ysl,5.8,Kd=1.6uM,Kd
1lkl,5.81,Kd=1540nM,Kd
1hdq,5.82,Ki=1.5uM,Ki
1kav,5.82,Ki=1.5uM,Ki
1ols,5.82,Kd=1.52uM,Kd
2nn1,5.82,Kd=1.5uM,Kd
3b7i,5.82,Ki=1.5uM,Ki
3gss,5.82,Ki=1.5uM,Ki
3iue,5.82,Kd=1.5uM,Kd
3qqa,5.82,Kd=1.5uM,Kd
4e9u,5.82,Ki=1.5uM,Ki
4lj8,5.82,Kd=1.5uM,Kd
4p5d,5.82,Ki=1.5uM,Ki
4r4o,5.82,Kd=1.5uM,Kd
4rqk,5.82,Kd=1.5uM,Kd
4z84,5.82,Ki=1500nM,Ki
4zec,5.82,Kd=1.5uM,Kd
4do5,5.83,Ki=1.48uM,Ki
4km2,5.84,Kd=1.43uM,Kd
1k4g,5.85,Ki=1.4uM,Ki
1o2w,5.85,Ki=1.4uM,Ki
1ogz,5.85,Kd=1.4uM,Kd
1q54,5.85,Ki=1.4uM,Ki
1qbn,5.85,Ki=1400nM,Ki
1u1w,5.85,Kd=1.4uM,Kd
2e5y,5.85,Kd=1.4uM,Kd
2pu1,5.85,Ki=1.4uM,Ki
2r3t,5.85,Ki=1.4uM,Ki
2vmf,5.85,Kd=1400nM,Kd
2z94,5.85,Ki=1.4uM,Ki
3e5u,5.85,Kd=1.4uM,Kd
4b6r,5.85,Ki=1420nM,Ki
4des,5.85,Kd=1.40uM,Kd
4jv8,5.85,Kd=1.42uM,Kd
4qdk,5.85,Kd=1.4uM,Kd
4rww,5.85,Kd=1.4uM,Kd
4xya,5.86,Kd=1370nM,Kd
4azc,5.86,Kd=1.38uM,Kd
4jne,5.86,Kd=1.38uM,Kd
3tcg,5.87,Kd=1.36uM,Kd
4cfl,5.88,Kd=1.33uM,Kd
4zei,5.88,Kd=1.33uM,Kd
1b3l,5.89,Kd=1300nM,Kd
1e1x,5.89,Ki=1.3uM,Ki
1ydk,5.89,Kd=1.3uM,Kd
2brm,5.89,Ki=1.3uM,Ki
2eg7,5.89,Ki=1.3uM,Ki
2tmn,5.89,Ki=1.3uM,Ki
3eeb,5.89,Kd=1.3uM,Kd
3h1x,5.89,Kd=1.3uM,Kd
3qgw,5.89,Ki=1.3uM,Ki
4arb,5.89,Kd=1.3uM,Kd
4de0,5.89,Ki=1.3uM,Ki
4wk1,5.89,Kd=1.3uM,Kd
1v2n,5.9,Ki=1.25uM,Ki
2weq,5.9,Kd=1.27uM,Kd
3old,5.9,Ki=1254.9nM,Ki
1ugx,5.91,Kd=1.24uM,Kd
4csd,5.91,Kd=1.23uM,Kd
1a4w,5.92,Ki=1.2uM,Ki
1jao,5.92,Ki=1.2uM,Ki
1kyv,5.92,Kd=1.2uM,Kd
1ndv,5.92,Ki=1200nM,Ki
1pph,5.92,Ki=1.2uM,Ki
1qf2,5.92,Ki=1200nM,Ki
1qka,5.92,Kd=1200nM,Kd
1yds,5.92,Ki=1.2uM,Ki
1yet,5.92,Kd=1.2uM,Kd
2ans,5.92,Kd=1.2uM,Kd
2pmk,5.92,Kd=1.2uM,Kd
2xn3,5.92,Kd=1198nM,Kd
3kgu,5.92,Kd=1.2uM,Kd
3neo,5.92,Kd=1.2uM,Kd
3r4m,5.92,Ki=1.2uM,Ki
3zv7,5.92,Ki=1.2uM,Ki
4kyh,5.92,Ki=1.2uM,Ki
4lkk,5.92,Kd=1.20uM,Kd
4rdn,5.92,Kd=1.2uM,Kd
4u0f,5.92,Kd=1.2uM,Kd
4y5d,5.92,Kd=1.2uM,Kd
1fv0,5.93,Ki=1.18uM,Ki
1kv1,5.94,Kd=1.16uM,Kd
3lmk,5.94,Ki=1.16uM,Ki
4mr3,5.94,Kd=1142nM,Kd
4ra1,5.94,Kd=1.16uM,Kd
2weh,5.95,Kd=1125nM,Kd
1b9j,5.96,Kd=1100nM,Kd
1d6w,5.96,Ki=1100nM,Ki
1nl9,5.96,Ki=1.1uM,Ki
1o36,5.96,Ki=1.1uM,Ki
2j79,5.96,Kd=1.1uM,Kd
2xht,5.96,Kd=1.1uM,Kd
3wz6,5.96,Ki=1.1uM,Ki
4d4d,5.96,Kd=1.1uM,Kd
1uwt,5.97,Ki=1.08uM,Ki
4fm8,5.97,Kd=1.06uM,Kd
4nkt,5.97,Kd=1.08uM,Kd
4tjz,5.97,Kd=1.07uM,Kd
1uwu,5.98,Ki=1.04uM,Ki
3e12,5.99,Kd=1.02uM,Kd
3huc,5.99,Kd=1030nM,Kd
4az5,5.99,Kd=1.02uM,Kd
1a1e,6.0,Kd=1uM,Kd
1ado,6.0,Kd=1uM,Kd
1c5s,6.0,Ki=1.0uM,Ki
1ceb,6.0,Kd=1uM,Kd
1d2e,6.0,Kd=1uM,Kd
1f0t,6.0,Ki=1000nM,Ki
1jq8,6.0,Ki=1.01uM,Ki
1ssq,6.0,Ki=1uM,Ki
1xk5,6.0,Kd=1.0uM,Kd
2bvd,6.0,Ki=1uM,Ki
2gh9,6.0,Kd=1uM,Kd
2izl,6.0,Kd=1uM,Kd
2r43,6.0,Ki=1uM,Ki
2rcn,6.0,Kd=1.0uM,Kd
2vqt,6.0,Ki=1.0uM,Ki
2wf5,6.0,Kd=1uM,Kd
3ddg,6.0,Ki=1uM,Ki
3l4w,6.0,Ki=1.0uM,Ki
3nex,6.0,Kd=1.0uM,Kd
3ucj,6.0,Ki=1uM,Ki
3uil,6.0,Kd=1.0uM,Kd
4bb9,6.0,Kd=1uM,Kd
4kwg,6.0,Ki=1.0uM,Ki
4p3h,6.0,Kd=1.0uM,Kd
4qxr,6.0,Kd=0.99uM,Kd
4rr6,6.0,Kd=1.0uM,Kd
1b5h,6.01,Kd=0.97uM,Kd
1eb2,6.01,Ki=980nM,Ki
2vl4,6.01,Ki=975nM,Ki
4b6s,6.01,Ki=970nM,Ki
1tcw,6.02,Ki=960nM,Ki
3su6,6.02,Ki=958nM,Ki
3zq9,6.02,Ki=0.95uM,Ki
4og4,6.02,Kd=952nM,Kd
5er1,6.02,Ki=960nM,Ki
1n8v,6.03,Kd=0.93uM,Kd
1okl,6.03,Kd=0.93uM,Kd
1os0,6.03,Ki=0.93uM,Ki
1sh9,6.03,Ki=932nM,Ki
1t7d,6.03,Kd=0.94uM,Kd
2ce9,6.03,Kd=0.93uM,Kd
4f9u,6.03,Ki=944nM,Ki
4zb8,6.03,Kd=0.94uM,Kd
1xbo,6.04,Ki=0.92uM,Ki
4km0,6.04,Kd=0.91uM,Kd
4nuc,6.04,Ki=0.91uM,Ki
4tkj,6.04,Kd=0.913uM,Kd
1eoc,6.05,Ki=0.9uM,Ki
3bgb,6.05,Ki=0.9uM,Ki
3gus,6.05,Kd=900nM,Kd
3iss,6.05,Ki=0.9uM,Ki
3ouj,6.05,Kd=900nM,Kd
3pcf,6.05,Ki=0.9uM,Ki
4ara,6.05,Kd=0.9uM,Kd
4kqp,6.05,Kd=0.9uM,Kd
4m12,6.05,Kd=0.9uM,Kd
1g7q,6.06,Kd=877nM,Kd
1kjr,6.06,Kd=0.88uM,Kd
1qb6,6.06,Ki=870nM,Ki
2nnd,6.06,Kd=0.87uM,Kd
3sfg,6.06,Kd=0.865uM,Kd
4io3,6.06,Kd=0.87uM,Kd
4l50,6.06,Kd=0.88uM,Kd
1jmg,6.07,Kd=0.85uM,Kd
2gst,6.07,Ki=0.85uM,Ki
2w5g,6.07,Ki=860nM,Ki
3b25,6.07,Kd=0.86uM,Kd
3c89,6.07,Ki=845nM,Ki
3fvl,6.07,Ki=0.86uM,Ki
3owj,6.07,Ki=0.86uM,Ki
1nhz,6.08,Ki=0.84uM,Ki
2w7y,6.08,Kd=0.83uM,Kd
2wc3,6.08,Ki=0.83uM,Ki
2wej,6.08,Kd=839nM,Kd
3bkk,6.08,Ki=0.83uM,Ki
3iw5,6.08,Kd=0.839uM,Kd
4kp5,6.08,Kd=833nM,Kd
1o2n,6.09,Ki=0.81uM,Ki
1ogx,6.09,Kd=0.81uM,Kd
1w9u,6.09,Kd=0.81uM,Kd
3p8z,6.09,Ki=0.82uM,Ki
1azm,6.1,Ki=0.8uM,Ki
1dzk,6.1,Kd=0.8uM,Kd
1lgt,6.1,Kd=0.8uM,Kd
1m2q,6.1,Ki=0.80uM,Ki
2e7f,6.1,Kd=0.79uM,Kd
2ewb,6.1,Ki=0.8uM,Ki
2flr,6.1,Ki=0.8uM,Ki
2p7a,6.1,Kd=0.788uM,Kd
2wed,6.1,Ki=0.8uM,Ki
2yay,6.1,Kd=0.8uM,Kd
3c8b,6.1,Ki=786nM,Ki
3cke,6.1,Ki=0.8uM,Ki
3v2n,6.1,Kd=0.8uM,Kd
4gah,6.1,Kd=0.8uM,Kd
4kxn,6.1,Kd=0.8uM,Kd
4l19,6.1,Ki=0.8uM,Ki
4r5t,6.1,Ki=0.8uM,Ki
1g32,6.11,Ki=780nM,Ki
1m2p,6.11,Ki=0.78uM,Ki
1o2z,6.11,Ki=0.78uM,Ki
2qx0,6.11,Kd=0.78uM,Kd
4kao,6.11,Kd=0.77uM,Kd
4m7j,6.11,Kd=0.781uM,Kd
4tqn,6.11,Kd=0.77uM,Kd
1x8r,6.12,Ki=750nM,Ki
2fgv,6.12,Kd=760nM,Kd
2p2a,6.12,Ki=0.75uM,Ki
3qfy,6.12,Ki=0.75uM,Ki
4ayp,6.12,Kd=755nM,Kd
4hp0,6.12,Kd=0.76uM,Kd
4k4j,6.12,Kd=0.752uM,Kd
2c97,6.14,Kd=0.72uM,Kd
2fqt,6.14,Ki=0.72uM,Ki
2zym,6.14,Kd=0.73uM,Kd
4pyx,6.14,Kd=730nM,Kd
4zx1,6.14,Ki=725nM,Ki
1u0g,6.15,Ki=0.7uM,Ki
1zs0,6.15,Ki=700nM,Ki
2r75,6.15,Kd=714nM,Kd
3arw,6.15,Kd=0.7uM,Kd
4f6u,6.15,Kd=0.70uM,Kd
5dit,6.15,Ki=0.7uM,Ki
1ppc,6.16,Ki=0.69uM,Ki
2i4j,6.16,Kd=684.8nM,Kd
3m89,6.16,Kd=0.69uM,Kd
4o04,6.16,Ki=0.69uM,Ki
1a9q,6.17,Kd=0.68uM,Kd
1d6v,6.17,Kd=670nM,Kd
1k1o,6.17,Ki=675nM,Ki
1ndy,6.17,Ki=680nM,Ki
3bkl,6.17,Ki=0.679uM,Ki
3hk1,6.17,Ki=0.67uM,Ki
4aq4,6.17,Kd=0.68uM,Kd
4b9k,6.17,Ki=0.67uM,Ki
4fht,6.17,Kd=0.67uM,Kd
4pfu,6.17,Kd=0.67uM,Kd
1xhy,6.18,Ki=662nM,Ki
3c8a,6.18,Ki=660nM,Ki
3w9r,6.18,Kd=0.66uM,Kd
4q6e,6.18,Kd=0.667uM,Kd
1iy7,6.19,Ki=0.64uM,Ki
1tq4,6.19,Kd=0.64uM,Kd
1v2k,6.19,Ki=0.65uM,Ki
2bt9,6.19,Kd=0.64uM,Kd
2qbu,6.19,Kd=0.645uM,Kd
3u5l,6.19,Kd=0.64uM,Kd
4wrb,6.19,Ki=0.65uM,Ki
1owe,6.2,Ki=631nM,Ki
1sqt,6.2,Ki=0.63uM,Ki
2aj8,6.2,Ki=638nM,Ki
2qrp,6.2,Ki=0.63uM,Ki
3p9t,6.2,Kd=0.63uM,Kd
4ad2,6.2,Kd=625nM,Kd
4k6i,6.2,Kd=0.629uM,Kd
4ufi,6.2,Ki=630nM,Ki
1b3h,6.21,Kd=0.62uM,Kd
3s8n,6.21,Kd=0.62uM,Kd
3sug,6.21,Ki=620nM,Ki
4cg9,6.21,Kd=0.62uM,Kd
4ymb,6.21,Ki=0.62uM,Ki
4z6h,6.21,Kd=612nM,Kd
1l8g,6.22,Ki=0.6uM,Ki
2xda,6.22,Ki=0.6uM,Ki
3acl,6.22,Kd=0.6uM,Kd
3ip5,6.22,Kd=0.6uM,Kd
3lpp,6.22,Ki=0.60uM,Ki
3p2e,6.22,Kd=0.6uM,Kd
3pd9,6.22,Ki=600nM,Ki
4bqg,6.22,Kd=0.60uM,Kd
4m0e,6.22,Ki=0.6uM,Ki
4mdn,6.22,Ki=0.6uM,Ki
4mjo,6.22,Kd=0.60uM,Kd
4nja,6.22,Kd=600nM,Kd
1m7d,6.23,Kd=0.59uM,Kd
3okv,6.23,Ki=590nM,Ki
3s3v,6.23,Ki=593nM,Ki
4w9j,6.23,Kd=0.588uM,Kd
1hnn,6.24,Ki=0.58uM,Ki
3vh9,6.24,Ki=0.58uM,Ki
1gnm,6.25,Ki=560nM,Ki
2o4z,6.25,Ki=566nM,Ki
2zdn,6.25,Kd=562nM,Kd
3rf4,6.25,Ki=0.56uM,Ki
3wqm,6.25,Kd=560nM,Kd
4bcp,6.25,Ki=568nM,Ki
1wcq,6.26,Ki=0.55uM,Ki
3su4,6.26,Ki=554nM,Ki
4r4t,6.26,Kd=0.55uM,Kd
4ua8,6.26,Kd=550nM,Kd
1pbq,6.27,Ki=0.54uM,Ki
2j94,6.27,Ki=534nM,Ki
3bfu,6.27,Ki=531nM,Ki
4f0c,6.27,Kd=0.54uM,Kd
4r4i,6.27,Kd=0.54uM,Kd
1afl,6.28,Ki=520nM,Ki
1atl,6.28,Ki=0.52uM,Ki
1w3l,6.28,Ki=0.52uM,Ki
2aog,6.28,Ki=0.53uM,Ki
4djw,6.28,Ki=0.53uM,Ki
4q99,6.28,Ki=0.52uM,Ki
4rd6,6.28,Kd=0.52uM,Kd
4zb6,6.28,Kd=0.53uM,Kd
2xyt,6.29,Ki=509.2nM,Ki
3f48,6.29,Kd=512nM,Kd
3h8b,6.29,Ki=0.511uM,Ki
3v2q,6.29,Kd=0.51uM,Kd
4d8z,6.29,Kd=0.51uM,Kd
4lj5,6.29,Kd=0.51uM,Kd
4n7u,6.29,Kd=0.51uM,Kd
1d4p,6.3,Kd=0.5uM,Kd
1lag,6.3,Kd=500nM,Kd
1wdn,6.3,Kd=0.5uM,Kd
1wm1,6.3,Ki=0.5uM,Ki
2oi2,6.3,Kd=500nM,Kd
2q89,6.3,Kd=0.5uM,Kd
2vrj,6.3,Kd=0.5uM,Kd
3ebl,6.3,Kd=0.5uM,Kd
3t70,6.3,Ki=0.5uM,Ki
4e1k,6.3,Kd=0.5uM,Kd
4etz,6.3,Kd=0.5uM,Kd
4oag,6.3,Kd=0.5uM,Kd
4pow,6.3,Kd=0.5uM,Kd
4q08,6.3,Kd=500nM,Kd
1nja,6.31,Kd=0.49uM,Kd
2bal,6.31,Kd=490nM,Kd
2pvu,6.31,Kd=0.49uM,Kd
3q44,6.31,Ki=490nM,Ki
3u93,6.31,Ki=494nM,Ki
4cpy,6.31,Ki=491.35nM,Ki
4d1j,6.31,Kd=485nM,Kd
4der,6.31,Kd=0.49uM,Kd
4z6i,6.31,Kd=493nM,Kd
1w3j,6.32,Kd=484nM,Kd
3ebh,6.32,Ki=478.2nM,Ki
3w9k,6.32,Kd=0.48uM,Kd
6upj,6.32,Ki=480nM,Ki
1ex8,6.33,Kd=0.47uM,Kd
4nbl,6.33,Kd=0.47uM,Kd
4zvi,6.33,Kd=0.47uM,Kd
1bdq,6.34,Ki=0.46uM,Ki
1i00,6.34,Ki=0.46uM,Ki
1w9v,6.34,Kd=0.46uM,Kd
1xq0,6.34,Kd=454nM,Kd
3cj5,6.34,Kd=0.46uM,Kd
3zk6,6.34,Kd=0.46uM,Kd
4z0k,6.34,Ki=0.462uM,Ki
1cbx,6.35,Ki=0.45uM,Ki
1gjc,6.35,Ki=0.45uM,Ki
2j7f,6.35,Kd=445nM,Kd
2p09,6.35,Kd=450nM,Kd
3ckp,6.35,Ki=0.449uM,Ki
3ctt,6.35,Ki=0.45uM,Ki
3ed0,6.35,Kd=0.45uM,Kd
3fvh,6.35,Kd=0.447uM,Kd
3rt8,6.35,Ki=451nM,Ki
1c5q,6.36,Ki=0.44uM,Ki
1ela,6.36,Ki=0.44uM,Ki
1o2o,6.36,Ki=0.44uM,Ki
3oku,6.36,Ki=440nM,Ki
3t6b,6.36,Kd=0.44uM,Kd
3v2p,6.36,Kd=0.44uM,Kd
1gx8,6.37,Kd=0.43uM,Kd
1hbv,6.37,Ki=430nM,Ki
1hms,6.37,Kd=0.43uM,Kd
2qpq,6.37,Kd=0.43uM,Kd
2w9h,6.37,Kd=430nM,Kd
2zdk,6.37,Kd=428nM,Kd
3qlm,6.37,Kd=0.431uM,Kd
2hkf,6.38,Kd=0.42uM,Kd
2ybu,6.38,Ki=0.42uM,Ki
1lol,6.39,Ki=0.41uM,Ki
4q4p,6.39,Kd=407.4nM,Kd
10gs,6.4,Ki=0.4uM,Ki
1g7v,6.4,Kd=0.4uM,Kd
1i7z,6.4,Kd=0.4uM,Kd
1igb,6.4,Ki=0.4uM,Ki
1usk,6.4,Kd=0.40uM,Kd
1yvm,6.4,Ki=0.4uM,Ki
2g9q,6.4,Ki=0.4uM,Ki
2y8c,6.4,Ki=0.4uM,Ki
2zdl,6.4,Kd=402nM,Kd
3k1j,6.4,Kd=0.4uM,Kd
3kmc,6.4,Ki=400nM,Ki
3s72,6.4,Kd=400nM,Kd
3tf6,6.4,Kd=0.40uM,Kd
3zll,6.4,Kd=0.395uM,Kd
4cga,6.4,Kd=0.4uM,Kd
4eu0,6.4,Kd=0.4uM,Kd
4je7,6.4,Kd=395nM,Kd
4mss,6.4,Ki=0.4uM,Ki
4xy8,6.4,Kd=397nM,Kd
1i80,6.41,Kd=0.39uM,Kd
1syh,6.41,Ki=393nM,Ki
2cgf,6.41,Kd=0.39uM,Kd
2qnp,6.41,Ki=0.39uM,Ki
2xxx,6.41,Ki=390nM,Ki
2zdm,6.41,Kd=386nM,Kd
3k5x,6.41,Ki=390nM,Ki
3r17,6.41,Ki=390nM,Ki
1o5a,6.42,Ki=0.38uM,Ki
3d2e,6.42,Kd=0.38uM,Kd
4ufh,6.42,Ki=380nM,Ki
1fh9,6.43,Ki=0.37uM,Ki
2b07,6.43,Ki=0.37uM,Ki
2fqo,6.43,Ki=0.37uM,Ki
3v3l,6.43,Kd=0.37uM,Kd
4d3h,6.43,Kd=0.37uM,Kd
4ge1,6.43,Kd=370nM,Kd
4q4r,6.43,Kd=369.2nM,Kd
2jh5,6.44,Ki=367nM,Ki
2pvm,6.44,Ki=0.36uM,Ki
3pfp,6.44,Ki=360nM,Ki
4da5,6.44,Ki=0.36uM,Ki
4jfk,6.44,Kd=0.36uM,Kd
4q3u,6.44,Kd=0.36uM,Kd
3qw5,6.45,Ki=358nM,Ki
4kwo,6.45,Ki=353nM,Ki
1m2r,6.46,Ki=0.35uM,Ki
1ro6,6.46,Ki=350nM,Ki
2xd9,6.46,Ki=0.35uM,Ki
2xdx,6.46,Kd=0.35uM,Kd
3o8p,6.46,Kd=350nM,Kd
3pd8,6.46,Ki=348nM,Ki
4n07,6.46,Kd=0.35uM,Kd
4ymh,6.46,Kd=0.35uM,Kd
1j01,6.47,Ki=0.34uM,Ki
3cm2,6.47,Ki=340nM,Ki
3s78,6.47,Kd=340nM,Kd
3tfp,6.47,Ki=0.34uM,Ki
4mhy,6.47,Ki=0.342uM,Ki
4rd3,6.47,Kd=0.34uM,Kd
4zhl,6.47,Kd=0.34uM,Kd
4zji,6.47,Kd=340nM,Kd
1f4g,6.48,Ki=330nM,Ki
1rpj,6.48,Kd=0.33uM,Kd
2wnj,6.48,Kd=330nM,Kd
3g3r,6.48,Kd=0.33uM,Kd
3gsm,6.48,Ki=0.33uM,Ki
4e67,6.48,Kd=330nM,Kd
4q3t,6.48,Kd=0.33uM,Kd
1dl7,6.49,Kd=0.32uM,Kd
3bft,6.49,Ki=323nM,Ki
3mho,6.49,Kd=0.32uM,Kd
3nw3,6.49,Kd=0.32uM,Kd
3s0b,6.49,Kd=0.32uM,Kd
4hw3,6.49,Ki=0.32uM,Ki
2g72,6.5,Ki=315nM,Ki
3bwj,6.5,Kd=0.319uM,Kd
4oc0,6.5,Ki=318nM,Ki
